,Description,Processor,RAM,Operating System,Storage,Display,Warranty,Price,ram_in_gb,ddr_version,processor_name,gen_type,OS,disk_drive,storage_in_gb,size_in_inches,touchscreen,company,graphic_card
932,Infinix X1 Slim Series Core i5 10th Gen - (16 GB/512 GB SSD/Windows 11 Home) XL21 Thin and Light Lapto...,,8 GB DDR4 RAM,64 bit Windows 10 Operating System,,39.62 cm (15.6 inch) Display,,"36,990",8,4,,Not Mentioned,Windows,Not Both,,15.6,No,Infinix,No
933,DELL Ryzen 5 Quad Core - (8 GB/1 TB SSD/Windows 10) Inspiron3515 Laptop,,8 GB DDR4 RAM,64 bit Windows 11 Operating System,,35.56 cm (14 inch) Touchscreen Display,,"52,490",8,4,,Not Mentioned,Windows,Not Both,,14,Yes,Dell,No
934,MSI Creator Z16 Core i9 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 30...,,8 GB DDR4 RAM,64 bit Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,"1,59,990",8,4,,Not Mentioned,Windows,Not Both,,15.6,No,MSI,Yes
935,Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ALC6 Thin and Light Lap...,,16 GB DDR4 RAM,64 bit Windows 11 Operating System,,39.62 cm (15.6 inch) Display,,"43,975",16,4,,Not Mentioned,Windows,Not Both,,15.6,No,Lenovo,No
936,ASUS ROG Flow X13 Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 Home/AMD Radeon AMD) GV301RA-L...,,8 GB DDR4 RAM,Windows 11 Operating System,,29.46 cm (11.6 Inch) Display,,"94,990",8,4,,Not Mentioned,Windows,Not Both,,11.6,No,Asus,No
937,ASUS ExpertBook B9 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) ExpertBook B9 B9450FA Thin and...,,16 GB DDR4X RAM,64 bit Windows 11 Operating System,,35.56 cm (14 inch) Display,,"1,09,990",16,4,,Not Mentioned,Windows,Not Both,,14,No,Asus,No
938,ASUS ExpertBook P1 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Pro) ExpertBook P1 P1440FA Thin and Li...,,8 GB DDR4 RAM,64 bit Windows 11 Operating System,,"Display: 14.0"" FHD WVA AG Narrow Border 250 nits",,"57,490",8,4,,Not Mentioned,Windows,Not Both,,14,No,Asus,No
939,Primebook 4G Android Based MediaTek MT8788 - (4 GB/64 GB EMMC Storage/Prime OS) 4G Thin and Light Lapt...,,16 GB DDR5 RAM,64 bit Windows 11 Operating System,,35.56 cm (14 inch) Display,,"16,990",16,5,,Not Mentioned,Windows,Not Both,,14,No,Primebook,No
940,ASUS ROG Zephyrus M16 (2022) with 90Whr Battery Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/6...,,16 GB DDR4 RAM,Windows 10 Operating System,,35.56 cm (14 Inch) Touchscreen Display,,"1,74,990",16,4,,Not Mentioned,Windows,Not Both,,14,Yes,Asus,No
941,DELL XPS 13 Core i7 8th Gen - (16 GB/512 GB SSD/Windows 10 Home) 9370 Thin and Light Laptop,,8 GB DDR4 RAM,64 bit Windows 10 Operating System,,39.62 cm (15.6 inch) Display,,"1,14,990",8,4,,Not Mentioned,Windows,Not Both,,15.6,No,Dell,No
942,HP G8 Ryzen 3 Dual Core 3250U - (8 GB/1 TB HDD/Windows 11 Home) 245 G8 Laptop,,16 GB DDR5 RAM,64 bit Windows 11 Operating System,,38.0 cm (14.96 Inch) Display,,"31,999",16,5,,Not Mentioned,Windows,Not Both,,14,No,HP,No
943,HP 15s Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5111TU Thin and Light Laptop,,8 GB DDR4 RAM,64 bit Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,"54,990",8,4,,Not Mentioned,Windows,Not Both,,15.6,No,HP,No
944,ASUS ROG Flow X16 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 Home...,,8 GB DDR4 RAM,64 bit Windows 10 Operating System,,39.62 cm (15.6 inch) Display,,"1,71,990",8,4,,Not Mentioned,Windows,Not Both,,15.6,No,Asus,No
945,DELL Alienware Core i9 11th Gen - (32 GB/1 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA GeForce RTX 30...,,16 GB DDR4X RAM,64 bit Windows 10 Operating System,,39.62 cm (15.6 Inch) Display,,"2,97,000",16,4,,Not Mentioned,Windows,Not Both,,15.6,No,Dell,Yes
946,Acer Chromebook Celeron Dual Core - (4 GB/64 GB EMMC Storage/Chrome OS) CB314-1H Thin and Light Laptop,,8 GB DDR4 RAM,Prime OS Operating System,,35.56 cm (14 Inch) Display,,"20,990",8,4,,Not Mentioned,Windows,Not Both,,14,No,Acer,No
947,HP Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s- fr4000TU Thin and Light Laptop,,16 GB DDR4 RAM,Windows 11 Operating System,,39.62 cm (15.6 inch) Display,,"52,490",16,4,,Not Mentioned,Windows,Not Both,,15.6,No,HP,No
948,HP Pavilion Gaming Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,,8 GB DDR4 RAM,64 bit Windows 10 Operating System,,34.04 cm (13.4 Inch) Touchscreen Display,,"60,500",8,4,,Not Mentioned,Windows,Not Both,,13.4,Yes,HP,Yes
949,ASUS ProArt Studiobook 16 OLED (2022) with ASUS Dial Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Hom...,,16 GB DDR5 RAM,64 bit Windows 11 Operating System,,35.56 cm (14 inch) Display,,"1,99,999",16,5,,Not Mentioned,Windows,Not Both,,14,No,Asus,No
950,ASUS Ryzen 5 Quad Core - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK521WS Laptop,,8 GB DDR3 RAM,64 bit Windows 11 Operating System,,40.64 cm (16 inch) Display,,"51,800",8,3,,Not Mentioned,Windows,Not Both,,16,No,Asus,No
951,HP 14s Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14s - dy5005TU Thin and Light Lapto...,,8 GB DDR4 RAM,Windows 11 Operating System,,35.56 cm (14 inch) Touchscreen Display,,"59,990",8,4,,Not Mentioned,Windows,Not Both,,14,Yes,HP,No
952,DELL 5000 Core i5 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1050) 5577...,,4 GB DDR4 RAM,64 bit Windows 11 Operating System,,39.62 cm (15.6 inch) Display,,"66,990",4,4,,Not Mentioned,Windows,Not Both,,15.6,No,Dell,Yes
953,HP Envy x360 Creator OLED Eyesafe Intel Evo Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) x360...,,16 GB DDR5 RAM,Chrome Operating System,,39.62 cm (15.6 inch) Display,,"93,990",16,5,,Not Mentioned,Windows,Not Both,,15.6,No,HP,No
954,HP Ryzen 7 Octa Core 6800H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) 16...,,16 GB DDR3 RAM,64 bit Windows 11 Operating System,,35.56 cm (14 Inch) Display,,"1,38,200",16,3,,Not Mentioned,Windows,Not Both,,14,No,HP,Yes
955,MSI Core i5 12th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 205...,,8 GB DDR4 RAM,64 bit Windows 11 Operating System,,39.62 cm (15.6 inch) Display,,"66,990",8,4,,Not Mentioned,Windows,Not Both,,15.6,No,MSI,Yes
956,ASUS Ryzen 7 Quad Core - (16 GB/512 GB SSD/Windows 11 Home) M3504YA-LK541WS Laptop,,8 GB DDR4 RAM,64 bit Windows 11 Operating System,,40.64 cm (16 inch) Display,,"67,420",8,4,,Not Mentioned,Windows,Not Both,,16,No,Asus,No
957,ASUS Vivobook Go 15 OLED (2023) Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) E1504FA-L...,,16 GB DDR5 RAM,Windows 11 Operating System,,39.62 cm (15.6 inch) Display,,"61,990",16,5,,Not Mentioned,Windows,Not Both,,15.6,No,Asus,No
958,DELL Vostro 15 3000 Core i5 8th Gen - (8 GB/1 TB HDD/DOS/2 GB Graphics) VOS 3578 Laptop,,32 GB DDR4 RAM,64 bit Windows 11 Operating System,,34.04 cm (13.4 Inch) Touchscreen Display,,"46,490",32,4,,Not Mentioned,Windows,Not Both,,13.4,Yes,Dell,Yes
959,Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ALC6 Thin and Light Lap...,,4 GB DDR4 RAM,64 bit Windows 10 Operating System,,35.56 cm (14 inch) Display,,"43,975",4,4,,Not Mentioned,Windows,Not Both,,14,No,Lenovo,No
960,ASUS Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) UP3404VAKN543WS 2 in 1 Laptop,,8 GB DDR4 RAM,Windows 11 Operating System,,35.56 cm (14 inch) Display,,"1,12,440",8,4,,Not Mentioned,Windows,Not Both,,14,No,Asus,No
961,DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10/2 GB Graphics) Inspiron 7400 Thin and Li...,,8 GB DDR4 RAM,64 bit Windows 11 Operating System,,29.46 cm (11.6 Inch) Display,,"89,290",8,4,,Not Mentioned,Windows,Not Both,,11.6,No,Dell,Yes
962,DELL INSPIRON Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) Inspiron 3501 Laptop,,16 GB DDR5 RAM,Windows 11 Operating System,,40.64 cm (16 Inch) Display,,"41,990",16,5,,Not Mentioned,Windows,Not Both,,16,No,Dell,No
963,Primebook 4G Android Based MediaTek MT8788 - (4 GB/64 GB EMMC Storage/Prime OS) 4G Thin and Light Lapt...,,8 GB DDR4 RAM,Windows 11 Operating System,,33.78 cm (13.3 inch) Display,,"16,990",8,4,,Not Mentioned,Windows,Not Both,,13.3,No,Primebook,No
964,DELL Core i5 12th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and Lig...,,16 GB DDR4 RAM,Windows 11 Operating System,,35.56 cm (14 inch) Display,,"60,990",16,4,,Not Mentioned,Windows,Not Both,,14,No,Dell,No
965,ASUS Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1405ZA-KM311WS Laptop,,8 GB DDR4 RAM,DOS Operating System,,39.62 cm (15.6 inch) Display,,"51,990",8,4,,Not Mentioned,DOS,Not Both,,15.6,No,Asus,No
966,DELL Vostro Core i3 11th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 10 Home) Vostro 3400 Thin and Light L...,,16 GB DDR4X RAM,64 bit Windows 11 Operating System,,40.64 cm (16 Inch) Touchscreen Display,,"44,290",16,4,,Not Mentioned,Windows,Not Both,,16,Yes,Dell,No
967,HP 15s Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5111TU Thin and Light Laptop,,16 GB DDR5 RAM,Windows 11 Operating System,,43.94 cm (17.3 Inch) Display,,"54,990",16,5,,Not Mentioned,Windows,Not Both,,17.3,No,HP,No
968,Acer Nitro 5 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050...,,16 GB DDR4 RAM,64 bit Windows 10 Operating System,,35.56 cm (14 Inch) Display,,"74,990",16,4,,Not Mentioned,Windows,Not Both,,14,No,Acer,Yes
969,ASUS Ryzen 7 Dual Core 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) M3400QA-KM702WS Laptop,,16 GB DDR4 RAM,Windows 10 Operating System,,39.62 cm (15.6 Inch) Display,,"67,990",16,4,,Not Mentioned,Windows,Not Both,,15.6,No,Asus,No
970,ASUS Vivobook GO 14 (2023) Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK323WS...,,16 GB DDR5 RAM,Prime OS Operating System,,39.62 cm (15.6 inch) Display,,"39,999",16,5,,Not Mentioned,Windows,Not Both,,15.6,No,Asus,No
971,HP Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s- fr4000TU Thin and Light Laptop,,8 GB DDR4 RAM,64 bit Windows 11 Operating System,,40.64 cm (16 inch) Display,,"52,490",8,4,,Not Mentioned,Windows,Not Both,,16,No,HP,No
972,Lenovo Ideapad 330s Core i5 8th Gen - (4 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) 330S-15IKB Thin an...,,8 GB DDR4 RAM,Windows 11 Operating System,,35.56 cm (14 inch) Display,,"52,490",8,4,,Not Mentioned,Windows,Not Both,,14,No,Lenovo,Yes
973,ASUS Touchscreen Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EZ311WS Laptop,,16 GB DDR5 RAM,64 bit Windows 10 Operating System,,35.56 cm (14 inch) Display,,"45,990",16,5,,Not Mentioned,Windows,Not Both,,14,No,Asus,No
974,DELL XPS Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) XPS 9300 Thin and Light Laptop,,16 GB DDR4 RAM,64 bit Windows 11 Operating System,,39.62 cm (15.6 inch) Display,,"1,04,100",16,4,,Not Mentioned,Windows,Not Both,,15.6,No,Dell,No
975,HP 14s Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14s - dy5005TU Thin and Light Lapto...,,8 GB DDR4 RAM,64 bit Windows 11 Operating System,,33.78 cm (13.3 Inch) Touchscreen Display,,"59,990",8,4,,Not Mentioned,Windows,Not Both,,13.3,Yes,HP,No
976,DELL Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3420 Thin and Light Laptop,,4 GB DDR4 RAM,Windows 11 Operating System,,40.89 cm (16.1 Inch) Display,,"59,990",4,4,,Not Mentioned,Windows,Not Both,,16.1,No,Dell,No
977,HP Spectre x360 (2023) OLED Eyesafe Intel Evo Core i7 13th Gen - (16 GB/1 TB SSD/Windows 11 Home) ef20...,,8 GB DDR4 RAM,64 bit Windows 11 Operating System,,39.62 cm (15.6 Inch) Display,,"1,37,990",8,4,,Not Mentioned,Windows,Not Both,,15.6,No,Spectre,No
978,ASUS VivoBook 14 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) X412FA-EK230T Thin and Light Lapt...,,8 GB DDR5 RAM,64 bit Windows 11 Operating System,,39.62 cm (15.6 inch) Display,,"50,490",8,5,,Not Mentioned,Windows,Not Both,,15.6,No,Asus,No
979,Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ALC6 Thin and Light Lap...,,4 GB DDR4 RAM,64 bit Windows 10 Operating System,,39.62 cm (15.6 Inch) Display,,"43,975",4,4,,Not Mentioned,Windows,Not Both,,15.6,No,Lenovo,No
980,Lenovo Ideapad 720S Core i7 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) 720S-13IKB Thin and Light Lapt...,,8 GB DDR4 RAM,Windows 11 Operating System,,39.62 cm (15.6 inch) Display,,"86,000",8,4,,Not Mentioned,Windows,Not Both,,15.6,No,Lenovo,No
981,DELL Vostro Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10) Vostro 3000 Thin and Light Laptop,,8 GB DDR4 RAM,64 bit Windows 10 Operating System,,39.62 cm (15.6 inch) Display,,"55,900",8,4,,Not Mentioned,Windows,Not Both,,15.6,No,Dell,No
982,Infinix INBook X1 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL11 Thin and Light Laptop,,16 GB DDR4 RAM,64 bit Windows 11 Operating System,,35.56 cm (14 inch) Touchscreen Display,,"38,990",16,4,,Not Mentioned,Windows,Not Both,,14,Yes,Infinix,No
983,HP Spectre x360 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) 13-aw0204TU 2 in 1 Laptop,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,33.78 cm (13.3 inch) Touchscreen Display,1 Year Onsite Warranty,"1,02,990",8,4,Intel,10,Windows,SSD,512,13.3,Yes,Spectre,No
984,Asus VivoBook 14 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) X412FJ-EK178T Thin ...,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Limited International Hardware Warranty,"55,990",8,4,Intel,8,Windows,SSD,512,14,No,Asus,Yes
985,Acer Aspire 7 Core i5 9th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce GTX 1650...,Intel Core i5 Processor (9th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year International Travelers Warranty (ITW),"56,990",8,4,Intel,9,Windows,SSD,512,15.6,No,Acer,Yes
986,Asus VivoBook 14 Ryzen 5 Quad Core 2nd Gen - (8 GB/512 GB SSD/Windows 10 Home) X412DA-EK501T Thin and ...,AMD Ryzen 5 Quad Core Processor (2nd Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Limited International Hardware Warranty,"42,990",8,4,AMD,2,Windows,SSD,512,14,No,Asus,No
987,HP 14s Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14s-cs3010TU Laptop,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"52,990",8,4,Intel,10,Windows,SSD,512,14,No,HP,No
988,Asus VivoBook 14 Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/2 GB Graphics) X412FJ-EK...,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"59,990",8,4,Intel,10,Windows,Both,1000+256,14,No,Asus,Yes
989,Asus VivoBook Gaming Core i5 9th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA ...,Intel Core i5 Processor (9th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"64,990",8,4,Intel,9,Windows,Both,1000+256,15.6,No,Asus,Yes
990,Asus ROG Strix G15 Core i7 10th Gen - (8 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce GTX ...,Intel Core i7 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"94,990",8,4,Intel,10,Windows,SSD,1000,15.6,No,Asus,Yes
991,Asus VivoBook Gaming Core i7 9th Gen - (16 GB + 32 GB Optane/512 GB SSD/Windows 10 Home/4 GB Graphics/...,Intel Core i7 Processor (9th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Limited International Hardware Warranty,"75,990",16,4,Intel,9,Windows,SSD,512,15.6,No,Asus,Yes
992,Asus VivoBook S Series Core i5 8th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) S430FA-EB039T Thin...,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,35.56 cm (14 inch) Display,1 Year Limited International Hardware Warranty,"53,990",8,4,Intel,8,Windows,Both,1000+256,14,No,Asus,No
993,HP Pavilion x360 14 Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) 14-dh1007TU 2 in 1 Laptop,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,35.56 cm (14 inch) Touchscreen Display,1 Year Onsite Warranty,"50,990",4,4,Intel,10,Windows,SSD,256,14,Yes,HP,No
994,Dell G3 Core i7 9th Gen - (8 GB/1 TB HDD/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce GTX 1...,Intel Core i7 Processor (9th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|512 GB SSD,39.62 cm (15.6 inch) Display,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail","84,990",8,4,Intel,9,Windows,Both,1000+512,15.6,No,Dell,Yes
995,HP Pavilion Gaming Ryzen 5 Quad Core - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce GTX...,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"54,990",8,4,AMD,Not Mentioned,Windows,HDD,1000,15.6,No,HP,Yes
996,Asus ZenBook Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) UX430UA-GV573T Thin and Light Laptop,Intel Core i5 Processor (8th Gen),8 GB DDR3 RAM,64 bit Windows 10 Operating System,256 GB SSD,35.56 cm (14 inch) Display,1 Year Limited International Hardware Warranty,"47,990",8,3,Intel,8,Windows,SSD,256,14,No,Asus,No
997,Acer Swift 3 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) SF314-55G Thin and Ligh...,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year International Travelers Warranty (ITW),"54,990",8,4,Intel,8,Windows,SSD,512,14,No,Acer,Yes
998,Lenovo Thinkpad E14 Core i5 10th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home) E14 Thin and Light L...,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|128 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"59,990",8,4,Intel,10,Windows,Both,1000+128,14,No,Lenovo,No
999,Asus Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) X509JB-EJ592T Laptop,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"52,990",8,4,Intel,10,Windows,SSD,512,15.6,No,Asus,Yes
1000,HP 14s Ryzen 5 Quad Core 3rd Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 14s-dk0093AU Thin and Li...,AMD Ryzen 5 Quad Core Processor (3rd Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"46,990",8,4,AMD,3,Windows,Both,1000+256,14,No,HP,No
1001,Asus VivoBook 14 Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/2 GB Graphics) X412FJ-EK...,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"59,990",8,4,Intel,10,Windows,Both,1000+256,14,No,Asus,Yes
1002,Asus Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) X509JB-EJ591T Laptop,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"52,990",8,4,Intel,10,Windows,SSD,512,15.6,No,Asus,Yes
1003,HP 14s Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 14S-ER0003TU Thin and Light Lapto...,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"63,990",8,4,Intel,10,Windows,Both,1000+256,14,No,HP,No
1004,MSI GF63 Thin Core i5 9th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce GTX 1650...,Intel Core i5 Processor (9th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,2 Years Carry In Warranty,"60,990",8,4,Intel,9,Windows,SSD,512,15.6,No,MSI,Yes
1005,Asus Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) X509FJ-EJ502T Laptop,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"59,990",8,4,Intel,8,Windows,SSD,512,15.6,No,Asus,Yes
1006,Acer Swift 3 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) SF313-51 Thin and Light Laptop,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,33.78 cm (13.3 inch) Display,1 Year International Travelers Warranty (ITW),"54,990",8,4,Intel,8,Windows,SSD,512,13.3,No,Acer,No
1007,Asus VivoBook 14 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) X412FA-EK295T Thin and Light Lapt...,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,Windows,512 GB SSD,35.56 cm (14 inch) Display,1 Year Limited International Hardware Warranty,"54,990",8,4,Intel,8,Windows,SSD,512,14,No,Asus,No
1008,Lenovo Ideapad S540 Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/2 GB Graphics) S540-1...,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,Windows,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"65,990",8,4,Intel,10,Windows,Both,1000+256,15.6,No,Lenovo,Yes
1009,HP Omen Ryzen 5 Hexa Core - (8 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Geforce GTX 1660 Ti)...,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,Windows,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"85,990",8,4,AMD,Not Mentioned,Windows,SSD,512,15.6,No,HP,Yes
1010,HP 15s Core i5 10th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 15s-du2077TU Laptop,Intel Core i5 Processor (10th Gen),4 GB DDR4 RAM,Windows,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"52,490",4,4,Intel,10,Windows,Both,1000+256,15.6,No,HP,No
1011,Lenovo IdeaPad Gaming 3i Core i7 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NV...,Intel Core i7 Processor (10th Gen),8 GB DDR4 RAM,Windows,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"78,990",8,4,Intel,10,Windows,Both,1000+256,15.6,No,Lenovo,Yes
1012,Acer Swift 3 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) SF314-55G Thin and Ligh...,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,Windows,512 GB SSD,35.56 cm (14 inch) Display,1 Year International Travelers Warranty (ITW),"54,990",8,4,Intel,8,Windows,SSD,512,14,No,Acer,Yes
